2013,2014,2015,2016
1162.155829,1165.909114,1197.435,1197.435239
1162.155829,1165.909114,1197.435,1197.435239
1162.155829,1165.909114,1197.435,1197.435239
1162.155829,1165.909114,1197.435,1197.435239
1162.155829,1165.909114,1197.435,1197.435239
1162.155829,1165.909114,1197.435,1197.435239
1162.155829,1165.909114,1197.435,1197.435239
1162.155829,1165.909114,1197.435,1197.435239
1162.155829,1165.909114,1197.435,1197.435239
1162.155829,1165.909114,1197.435,1197.435239
1162.155829,1165.909114,1197.435,1197.435239
1162.155829,1165.909114,1197.435,1197.435239
1162.155829,1165.909114,1197.435,1197.435239
1162.155829,1165.909114,1197.435,1197.435239
1162.155829,1165.909114,1197.435,1197.435239
1162.155829,1165.909114,1197.435,1197.435239
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1160.286924,1165.73265,1196.901,1196.90105
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1159.64246,1163.859064,1196.419,1196.419493
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.455626,1162.712994,1193.918,1193.917862
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1155.363819,1159.161578,1192.035,1192.035074
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
1145.38453,1158.313304,1191.351,1191.350931
